NAME,PARTIES
ORSINI Andrea,POPOLO E TERRITORIO (NOI SUD-LIBERTA' ED AUTONOMIA; POPOLARI D'ITALIA DOMANI-PID; MOVIMENTO DI RESPONSABILITA' NAZIONALE-MRN; AZIONE POPOLARE; ALLEANZA DI CENTRO-ADC; INTESA POPOLARE)
OSSORIO Giuseppe,MISTO
PAGANO Alessandro,POPOLO DELLA LIBERTA'
PAGLIA Gianfranco,FUTURO E LIBERTA' PER IL TERZO POLO
PALADINI Giovanni,MISTO
PALAGIANO Antonio,ITALIA DEI VALORI
PALMIERI Antonio,POPOLO DELLA LIBERTA'
PALOMBA Federico,ITALIA DEI VALORI
PALUMBO Giuseppe,POPOLO DELLA LIBERTA'
PANIZ Maurizio,POPOLO DELLA LIBERTA'
PAOLINI Luca Rodolfo,LEGA NORD PADANIA
PAPA Alfonso,POPOLO DELLA LIBERTA'
PARENTI Marilena,PARTITO DEMOCRATICO
PARISI Arturo Mario Luigi,PARTITO DEMOCRATICO
PARISI Massimo,POPOLO DELLA LIBERTA'
PAROLI Adriano,POPOLO DELLA LIBERTA'
PASTORE Maria Piera,LEGA NORD PADANIA
PATARINO Carmine Santo,FUTURO E LIBERTA' PER IL TERZO POLO
PECORELLA Gaetano,MISTO
PEDOTO Luciana,PARTITO DEMOCRATICO
PELINO Paola,POPOLO DELLA LIBERTA'
PELUFFO Vinicio Giuseppe Guido,PARTITO DEMOCRATICO
PEPE Antonio,POPOLO DELLA LIBERTA'
PEPE Mario (Misto),MISTO
PEPE Mario (Pd),PARTITO DEMOCRATICO
PERINA Flavia,FUTURO E LIBERTA' PER IL TERZO POLO
PES Caterina,PARTITO DEMOCRATICO
PESCANTE Mario,POPOLO DELLA LIBERTA'
PETRENGA Giovanna,POPOLO DELLA LIBERTA'
PEZZOTTA Savino,MISTO
PIANETTA Enrico,POPOLO DELLA LIBERTA'
PICCHI Guglielmo,POPOLO DELLA LIBERTA'
PICCOLO Salvatore,PARTITO DEMOCRATICO
PICIERNO Pina,PARTITO DEMOCRATICO
PIFFARI Sergio Michele,MISTO
PILI Mauro,POPOLO DELLA LIBERTA'
PINI Gianluca,LEGA NORD PADANIA
PIONATI Francesco,POPOLO E TERRITORIO (NOI SUD-LIBERTA' ED AUTONOMIA; POPOLARI D'ITALIA DOMANI-PID; MOVIMENTO DI RESPONSABILITA' NAZIONALE-MRN; AZIONE POPOLARE; ALLEANZA DI CENTRO-ADC; INTESA POPOLARE)
PIROVANO Ettore,LEGA NORD PADANIA
PISACANE Michele,POPOLO E TERRITORIO (NOI SUD-LIBERTA' ED AUTONOMIA; POPOLARI D'ITALIA DOMANI-PID; MOVIMENTO DI RESPONSABILITA' NAZIONALE-MRN; AZIONE POPOLARE; ALLEANZA DI CENTRO-ADC; INTESA POPOLARE)
PISICCHIO Pino,MISTO
PISO Vincenzo,POPOLO DELLA LIBERTA'
PISTELLI Lapo,PARTITO DEMOCRATICO
PITTELLI Giancarlo,MISTO
PIZZETTI Luciano,PARTITO DEMOCRATICO
PIZZIMBONE Pier Paolo,POPOLO DELLA LIBERTA'
PIZZOLANTE Sergio,POPOLO DELLA LIBERTA'
POLI Nedo Lorenzo,UNIONE DI CENTRO PER IL TERZO POLO
POLIDORI Catia,POPOLO E TERRITORIO (NOI SUD-LIBERTA' ED AUTONOMIA; POPOLARI D'ITALIA DOMANI-PID; MOVIMENTO DI RESPONSABILITA' NAZIONALE-MRN; AZIONE POPOLARE; ALLEANZA DI CENTRO-ADC; INTESA POPOLARE)
POLLASTRINI Barbara,PARTITO DEMOCRATICO
POLLEDRI Massimo,LEGA NORD PADANIA
POMPILI Massimo,PARTITO DEMOCRATICO
PORCINO Gaetano,MISTO
PORCU Carmelo,POPOLO DELLA LIBERTA'
PORFIDIA Americo,MISTO
PORTA Fabio,PARTITO DEMOCRATICO
PORTAS Giacomo Antonio,PARTITO DEMOCRATICO
PRESTIGIACOMO Stefania,POPOLO DELLA LIBERTA'
PROIETTI COSIMI Francesco,FUTURO E LIBERTA' PER IL TERZO POLO
PUGLIESE Marco,MISTO
QUARTIANI Erminio Angelo,PARTITO DEMOCRATICO
RAINIERI Fabio,LEGA NORD PADANIA
RAISI Enzo,FUTURO E LIBERTA' PER IL TERZO POLO
RAMPELLI Fabio,POPOLO DELLA LIBERTA'
RAMPI Elisabetta,PARTITO DEMOCRATICO
RANDI Eugenio,MISTO
RAO Roberto,UNIONE DI CENTRO PER IL TERZO POLO
RAVETTO Laura,POPOLO DELLA LIBERTA'
RAZZI Antonio,POPOLO E TERRITORIO (NOI SUD-LIBERTA' ED AUTONOMIA; POPOLARI D'ITALIA DOMANI-PID; MOVIMENTO DI RESPONSABILITA' NAZIONALE-MRN; AZIONE POPOLARE; ALLEANZA DI CENTRO-ADC; INTESA POPOLARE)
REALACCI Ermete,PARTITO DEMOCRATICO
RECCHIA Pier Fausto,PARTITO DEMOCRATICO
REGUZZONI Marco Giovanni,LEGA NORD PADANIA
REPETTI Manuela,POPOLO DELLA LIBERTA'
RIA Lorenzo,MISTO
RIGONI Andrea,PARTITO DEMOCRATICO
RIVOLTA Erica,LEGA NORD PADANIA
RIXI Edoardo,LEGA NORD PADANIA
ROCCELLA Eugenia,POPOLO DELLA LIBERTA'
ROMANI Paolo,POPOLO DELLA LIBERTA'
ROMANO Francesco Saverio,POPOLO E TERRITORIO (NOI SUD-LIBERTA' ED AUTONOMIA; POPOLARI D'ITALIA DOMANI-PID; MOVIMENTO DI RESPONSABILITA' NAZIONALE-MRN; AZIONE POPOLARE; ALLEANZA DI CENTRO-ADC; INTESA POPOLARE)
ROMELE Giuseppe,POPOLO DELLA LIBERTA'
RONCHI Andrea,MISTO
RONDINI Marco,LEGA NORD PADANIA
ROSATO Ettore,PARTITO DEMOCRATICO
ROSSA Sabina,PARTITO DEMOCRATICO
ROSSI Luciano,POPOLO DELLA LIBERTA'
ROSSI Mariarosaria,POPOLO DELLA LIBERTA'
ROSSO Roberto,POPOLO DELLA LIBERTA'
ROSSOMANDO Anna,PARTITO DEMOCRATICO
ROTA Ivan,ITALIA DEI VALORI
ROTONDI Gianfranco,POPOLO DELLA LIBERTA'
RUBEN Alessandro,FUTURO E LIBERTA' PER IL TERZO POLO
RUBINATO Simonetta,PARTITO DEMOCRATICO
RUGGERI Salvatore,UNIONE DI CENTRO PER IL TERZO POLO
RUGGHIA Antonio,PARTITO DEMOCRATICO
RUSSO Antonino,PARTITO DEMOCRATICO
RUSSO Paolo,POPOLO DELLA LIBERTA'
RUVOLO Giuseppe,POPOLO E TERRITORIO (NOI SUD-LIBERTA' ED AUTONOMIA; POPOLARI D'ITALIA DOMANI-PID; MOVIMENTO DI RESPONSABILITA' NAZIONALE-MRN; AZIONE POPOLARE; ALLEANZA DI CENTRO-ADC; INTESA POPOLARE)
SAGLIA Stefano,POPOLO DELLA LIBERTA'
SALTAMARTINI Barbara,POPOLO DELLA LIBERTA'
SALVINI Matteo,LEGA NORD PADANIA
SAMMARCO Gianfranco,POPOLO DELLA LIBERTA'
SAMPERI Marilena,PARTITO DEMOCRATICO
SANGA Giovanni,PARTITO DEMOCRATICO
SANI Luca,PARTITO DEMOCRATICO
SANTAGATA Giulio,PARTITO DEMOCRATICO
SANTELLI Jole,POPOLO DELLA LIBERTA'
SANTORI Angelo,MISTO
SARDELLI Luciano Mario,MISTO
SARUBBI Andrea,PARTITO DEMOCRATICO
SAVINO Elvira,POPOLO DELLA LIBERTA'
SBAI Souad,POPOLO DELLA LIBERTA'
SBROLLINI Daniela,PARTITO DEMOCRATICO
SCAJOLA Claudio,POPOLO DELLA LIBERTA'
SCALERA Giuseppe,POPOLO DELLA LIBERTA'
SCALIA Giuseppe,MISTO
SCANDEREBECH Deodato,FUTURO E LIBERTA' PER IL TERZO POLO
SCANDROGLIO Michele,POPOLO DELLA LIBERTA'
SCAPAGNINI Umberto,POPOLO DELLA LIBERTA'
SCARPETTI Lido,PARTITO DEMOCRATICO
SCELLI Maurizio,POPOLO DELLA LIBERTA'
SCHIRRU Amalia,PARTITO DEMOCRATICO
SCILIPOTI Domenico,POPOLO E TERRITORIO (NOI SUD-LIBERTA' ED AUTONOMIA; POPOLARI D'ITALIA DOMANI-PID; MOVIMENTO DI RESPONSABILITA' NAZIONALE-MRN; AZIONE POPOLARE; ALLEANZA DI CENTRO-ADC; INTESA POPOLARE)
SERENI Marina,PARTITO DEMOCRATICO
SERVODIO Giuseppina,PARTITO DEMOCRATICO
SILIQUINI Maria Grazia,POPOLO E TERRITORIO (NOI SUD-LIBERTA' ED AUTONOMIA; POPOLARI D'ITALIA DOMANI-PID; MOVIMENTO DI RESPONSABILITA' NAZIONALE-MRN; AZIONE POPOLARE; ALLEANZA DI CENTRO-ADC; INTESA POPOLARE)
SIMEONI Giorgio,POPOLO DELLA LIBERTA'
SIMONETTI Roberto,LEGA NORD PADANIA
SIRAGUSA Alessandra,PARTITO DEMOCRATICO
SISTO Francesco Paolo,POPOLO DELLA LIBERTA'
SOGLIA Gerardo,MISTO
SORO Antonello,PARTITO DEMOCRATICO
SPECIALE Roberto,POPOLO DELLA LIBERTA'
SPOSETTI Ugo,PARTITO DEMOCRATICO
STAGNO D'ALCONTRES Francesco,MISTO
STANCA Lucio,POPOLO DELLA LIBERTA'
STASI Maria Elena,POPOLO E TERRITORIO (NOI SUD-LIBERTA' ED AUTONOMIA; POPOLARI D'ITALIA DOMANI-PID; MOVIMENTO DI RESPONSABILITA' NAZIONALE-MRN; AZIONE POPOLARE; ALLEANZA DI CENTRO-ADC; INTESA POPOLARE)
STEFANI Stefano,LEGA NORD PADANIA
STRACQUADANIO Giorgio Clelio,MISTO
STRADELLA Franco,MISTO
STRIZZOLO Ivano,PARTITO DEMOCRATICO
STUCCHI Giacomo,LEGA NORD PADANIA
SUDANO Domenico,POPOLO E TERRITORIO (NOI SUD-LIBERTA' ED AUTONOMIA; POPOLARI D'ITALIA DOMANI-PID; MOVIMENTO DI RESPONSABILITA' NAZIONALE-MRN; AZIONE POPOLARE; ALLEANZA DI CENTRO-ADC; INTESA POPOLARE)
TABACCI Bruno,MISTO
TADDEI Vincenzo,POPOLO E TERRITORIO (NOI SUD-LIBERTA' ED AUTONOMIA; POPOLARI D'ITALIA DOMANI-PID; MOVIMENTO DI RESPONSABILITA' NAZIONALE-MRN; AZIONE POPOLARE; ALLEANZA DI CENTRO-ADC; INTESA POPOLARE)
TAGLIALATELA Marcello,POPOLO DELLA LIBERTA'
TANONI Italo,MISTO
TASSONE Mario,UNIONE DI CENTRO PER IL TERZO POLO
TEMPESTINI Francesco,PARTITO DEMOCRATICO
TENAGLIA Lanfranco,PARTITO DEMOCRATICO
TERRANOVA Giacomo,MISTO
TESTA Federico,PARTITO DEMOCRATICO
TESTA Nunzio Francesco,UNIONE DI CENTRO PER IL TERZO POLO
TESTONI Piero,POPOLO DELLA LIBERTA'
TIDEI Pietro,PARTITO DEMOCRATICO
TOCCAFONDI Gabriele,POPOLO DELLA LIBERTA'
TOCCI Walter,PARTITO DEMOCRATICO
TOGNI Renato Walter,LEGA NORD PADANIA
TORAZZI Alberto,LEGA NORD PADANIA
TORRISI Salvatore,POPOLO DELLA LIBERTA'
TORTOLI Roberto,MISTO
TOTO Daniele,FUTURO E LIBERTA' PER IL TERZO POLO
TOUADI Jean Leonard,PARTITO DEMOCRATICO
TRAPPOLINO Carlo Emanuele,PARTITO DEMOCRATICO
TRAVERSA Michele,POPOLO DELLA LIBERTA'
TREMAGLIA Mirko,FUTURO E LIBERTA' PER IL TERZO POLO
TREMONTI Giulio,POPOLO DELLA LIBERTA'
TULLO Mario,PARTITO DEMOCRATICO
TURCO Livia,PARTITO DEMOCRATICO
TURCO Maurizio,PARTITO DEMOCRATICO
URSO Adolfo,MISTO
VACCARO Guglielmo,PARTITO DEMOCRATICO
VALDUCCI Mario,POPOLO DELLA LIBERTA'
VALENTINI Valentino,POPOLO DELLA LIBERTA'
VANALLI Pierguido,LEGA NORD PADANIA
VANNUCCI Massimo,PARTITO DEMOCRATICO
VASSALLO Salvatore,PARTITO DEMOCRATICO
VATINNO Giuseppe,ITALIA DEI VALORI
VEGAS Giuseppe,POPOLO DELLA LIBERTA'
VELLA Paolo,POPOLO DELLA LIBERTA'
VELO Silvia,PARTITO DEMOCRATICO
VELTRONI Walter,PARTITO DEMOCRATICO
VENTUCCI Cosimo,POPOLO DELLA LIBERTA'
VENTURA Michele,PARTITO DEMOCRATICO
VERDINI Denis,POPOLO DELLA LIBERTA'
VERDUCCI Francesco,PARTITO DEMOCRATICO
VERINI Walter,PARTITO DEMOCRATICO
VERNETTI Gianni,MISTO
VERRO Antonio Giuseppe Maria,POPOLO DELLA LIBERTA'
VERSACE Santo Domenico,MISTO
VESSA Pasquale,POPOLO DELLA LIBERTA'
VICO Ludovico,PARTITO DEMOCRATICO
VIETTI Michele Giuseppe,UNIONE DI CENTRO
VIGNALI Raffaello,POPOLO DELLA LIBERTA'
VILLECCO CALIPARI Rosa Maria,PARTITO DEMOCRATICO
VIOLA Rodolfo Giuliano,PARTITO DEMOCRATICO
VITALI Luigi,POPOLO DELLA LIBERTA'
VITO Elio,POPOLO DELLA LIBERTA'
VOLONTE' Luca,UNIONE DI CENTRO PER IL TERZO POLO
VOLPI Raffaele,LEGA NORD PADANIA
ZACCARIA Roberto,PARTITO DEMOCRATICO
ZACCHERA Marco,POPOLO DELLA LIBERTA'
ZAFFINI Roberto,LEGA NORD PADANIA
ZAMPA Sandra,PARTITO DEMOCRATICO
ZAMPARUTTI Elisabetta,PARTITO DEMOCRATICO
ZANI Ezio,PARTITO DEMOCRATICO
ZAZZERA Pierfelice,ITALIA DEI VALORI
ZELLER Karl,MISTO
ZINZI Domenico,UNIONE DI CENTRO PER IL TERZO POLO
ZORZATO Marino,POPOLO DELLA LIBERTA'
ZUCCHI Angelo,PARTITO DEMOCRATICO
ZUNINO Massimo,PARTITO DEMOCRATICO
