NAME,PARTIES
CASSINELLI Roberto,FORZA ITALIA - BERLUSCONI PRESIDENTE
CASTELLI Laura,MOVIMENTO 5 STELLE
CASTIELLO Giuseppina,LEGA - SALVINI PREMIER
CATALDI Roberto,MOVIMENTO 5 STELLE
CATTANEO Alessandro,FORZA ITALIA - BERLUSCONI PRESIDENTE
CATTOI Maurizio,MOVIMENTO 5 STELLE
CATTOI Vanessa,LEGA - SALVINI PREMIER
CAVANDOLI Laura,LEGA - SALVINI PREMIER
CECCANTI Stefano,PARTITO DEMOCRATICO
CECCHETTI Fabrizio,LEGA - SALVINI PREMIER
CECCONI Andrea,MISTO-MAIE - MOVIMENTO ASSOCIATIVO ITALIANI ALL'ESTERO
CENNI Susanna,PARTITO DEMOCRATICO
CENTEMERO Giulio,LEGA - SALVINI PREMIER
CESTARI Emanuele,LEGA - SALVINI PREMIER
CHIAZZESE Giuseppe,MOVIMENTO 5 STELLE
CIABURRO Monica,FRATELLI D'ITALIA
CIAMPI Lucia,PARTITO DEMOCRATICO
CILLIS Luciano,MOVIMENTO 5 STELLE
CIMINO Rosalba,MOVIMENTO 5 STELLE
CIPRINI Tiziana,MOVIMENTO 5 STELLE
CIRIELLI Edmondo,FRATELLI D'ITALIA
COIN Dimitri,LEGA - SALVINI PREMIER
COLANINNO Matteo,PARTITO DEMOCRATICO
COLLA Jari,LEGA - SALVINI PREMIER
COLLETTI Andrea,MOVIMENTO 5 STELLE
COLMELLERE Angela,LEGA - SALVINI PREMIER
COLUCCI Alessandro,MISTO-NOI CON L'ITALIA-USEI
COMAROLI Silvana Andreina,LEGA - SALVINI PREMIER
COMENCINI Vito,LEGA - SALVINI PREMIER
COMINARDI Claudio,MOVIMENTO 5 STELLE
CONTE Federico,LIBERI E UGUALI
CORDA Emanuela,MOVIMENTO 5 STELLE
CORNELI Valentina,MOVIMENTO 5 STELLE
CORTELAZZO Piergiorgio,FORZA ITALIA - BERLUSCONI PRESIDENTE
COSTA Enrico,FORZA ITALIA - BERLUSCONI PRESIDENTE
COSTANZO Jessica,MOVIMENTO 5 STELLE
COVOLO Silvia,LEGA - SALVINI PREMIER
CRIPPA Andrea,LEGA - SALVINI PREMIER
CRIPPA Davide,MOVIMENTO 5 STELLE
CRISTINA Mirella,FORZA ITALIA - BERLUSCONI PRESIDENTE
CRITELLI Francesco,PARTITO DEMOCRATICO
CROSETTO Guido,FRATELLI D'ITALIA
CUBEDDU Sebastiano,MOVIMENTO 5 STELLE
CUNIAL Sara,MISTO - non iscritto ad alcuna componente
CURRO' Giovanni,MOVIMENTO 5 STELLE
DADONE Fabiana,MOVIMENTO 5 STELLE
DAGA Federica,MOVIMENTO 5 STELLE
D'ALESSANDRO Camillo,PARTITO DEMOCRATICO
DALL'OSSO Matteo,FORZA ITALIA - BERLUSCONI PRESIDENTE
DAL MORO Gian Pietro,PARTITO DEMOCRATICO
D'AMBROSIO Giuseppe,MOVIMENTO 5 STELLE
DARA Andrea,LEGA - SALVINI PREMIER
D'ARRANDO Celeste,MOVIMENTO 5 STELLE
D'ATTIS Mauro,FORZA ITALIA - BERLUSCONI PRESIDENTE
DE ANGELIS Sara,LEGA - SALVINI PREMIER
DE CARLO Luca,FRATELLI D'ITALIA
DE CARLO Sabrina,MOVIMENTO 5 STELLE
DE FILIPPO Vito,PARTITO DEMOCRATICO
DE GIORGI Rosalba,MOVIMENTO 5 STELLE
DE GIROLAMO Carlo Ugo,MOVIMENTO 5 STELLE
DEIANA Paola,MOVIMENTO 5 STELLE
DEIDDA Salvatore,FRATELLI D'ITALIA
DEL BARBA Mauro,PARTITO DEMOCRATICO
DEL BASSO DE CARO Umberto,PARTITO DEMOCRATICO
DEL GROSSO Daniele,MOVIMENTO 5 STELLE
DELLA FRERA Guido,FORZA ITALIA - BERLUSCONI PRESIDENTE
DELMASTRO DELLE VEDOVE Andrea,FRATELLI D'ITALIA
DEL MONACO Antonio,MOVIMENTO 5 STELLE
DE LORENZIS Diego,MOVIMENTO 5 STELLE
DE LORENZO Rina,MOVIMENTO 5 STELLE
DEL RE Emanuela Claudia,MOVIMENTO 5 STELLE
DELRIO Graziano,PARTITO DEMOCRATICO
DEL SESTO Margherita,MOVIMENTO 5 STELLE
DE LUCA Piero,PARTITO DEMOCRATICO
DE MARIA Andrea,PARTITO DEMOCRATICO
DE MARTINI Guido,LEGA - SALVINI PREMIER
DE MENECH Roger,PARTITO DEMOCRATICO
DE MICHELI Paola,PARTITO DEMOCRATICO
D'ERAMO Luigi,LEGA - SALVINI PREMIER
DE TOMA Massimiliano,MOVIMENTO 5 STELLE
D'ETTORE Felice Maurizio,FORZA ITALIA - BERLUSCONI PRESIDENTE
DIENI Federica,MOVIMENTO 5 STELLE
DI GIORGI Rosa Maria,PARTITO DEMOCRATICO
DI LAURO Carmen,MOVIMENTO 5 STELLE
DI MAIO Luigi,MOVIMENTO 5 STELLE
DI MAIO Marco,PARTITO DEMOCRATICO
DI MURO Flavio,LEGA - SALVINI PREMIER
D'INCA' Federico,MOVIMENTO 5 STELLE
D'IPPOLITO Giuseppe,MOVIMENTO 5 STELLE
DI SAN MARTINO LORENZATO DI IVREA Luis Roberto,LEGA - SALVINI PREMIER
DI SARNO Gianfranco,MOVIMENTO 5 STELLE
DI STASIO Iolanda,MOVIMENTO 5 STELLE
DI STEFANO Manlio,MOVIMENTO 5 STELLE
DONINA Giuseppe Cesare,LEGA - SALVINI PREMIER
DONNO Leonardo,MOVIMENTO 5 STELLE
DONZELLI Giovanni,FRATELLI D'ITALIA
DORI Devis,MOVIMENTO 5 STELLE
D'ORSO Valentina,MOVIMENTO 5 STELLE
DURIGON Claudio,LEGA - SALVINI PREMIER
D'UVA Francesco,MOVIMENTO 5 STELLE
EHM Yana Chiara,MOVIMENTO 5 STELLE
EMILIOZZI Mirella,MOVIMENTO 5 STELLE
EPIFANI Ettore Guglielmo,LIBERI E UGUALI
ERMELLINO Alessandra,MOVIMENTO 5 STELLE
ERMINI David,PARTITO DEMOCRATICO
FANTINATI Mattia,MOVIMENTO 5 STELLE
FANTUZ Marica,LEGA - SALVINI PREMIER
FARO Marialuisa,MOVIMENTO 5 STELLE
FASANO Vincenzo,FORZA ITALIA - BERLUSCONI PRESIDENTE
FASCINA Marta Antonia,FORZA ITALIA - BERLUSCONI PRESIDENTE
FASSINA Stefano,LIBERI E UGUALI
FASSINO Piero,PARTITO DEMOCRATICO
FATUZZO Carlo,FORZA ITALIA - BERLUSCONI PRESIDENTE
FEDERICO Antonio,MOVIMENTO 5 STELLE
FEDRIGA Massimiliano,LEGA - SALVINI PREMIER
FERRAIOLI Marzia,FORZA ITALIA - BERLUSCONI PRESIDENTE
FERRARESI Vittorio,MOVIMENTO 5 STELLE
FERRARI Roberto Paolo,LEGA - SALVINI PREMIER
FERRI Cosimo Maria,PARTITO DEMOCRATICO
FERRO Wanda,FRATELLI D'ITALIA
FIANO Emanuele,PARTITO DEMOCRATICO
FICARA Paolo,MOVIMENTO 5 STELLE
FICO Roberto,MOVIMENTO 5 STELLE
FIDANZA Carlo,FRATELLI D'ITALIA
FIORAMONTI Lorenzo,MOVIMENTO 5 STELLE
FIORINI Benedetta,FORZA ITALIA - BERLUSCONI PRESIDENTE
FITZGERALD NISSOLI Fucsia,FORZA ITALIA - BERLUSCONI PRESIDENTE
FLATI Francesca,MOVIMENTO 5 STELLE
FOGLIANI Ketty,LEGA - SALVINI PREMIER
FONTANA Gregorio,FORZA ITALIA - BERLUSCONI PRESIDENTE
FONTANA Ilaria,MOVIMENTO 5 STELLE
FONTANA Lorenzo,LEGA - SALVINI PREMIER
FORCINITI Francesco,MOVIMENTO 5 STELLE
FORMENTINI Paolo,LEGA - SALVINI PREMIER
FORNARO Federico,LIBERI E UGUALI
FOSCOLO Sara,LEGA - SALVINI PREMIER
FOTI Tommaso,FRATELLI D'ITALIA
FRACCARO Riccardo,MOVIMENTO 5 STELLE
FRAGOMELI Gian Mario,PARTITO DEMOCRATICO
FRAILIS Andrea,PARTITO DEMOCRATICO
FRANCESCHINI Dario,PARTITO DEMOCRATICO
FRASSINETTI Paola,FRATELLI D'ITALIA
FRASSINI Rebecca,LEGA - SALVINI PREMIER
FRATE Flora,MOVIMENTO 5 STELLE
FRATOIANNI Nicola,LIBERI E UGUALI
FREGOLENT Silvia,PARTITO DEMOCRATICO
FRUSONE Luca,MOVIMENTO 5 STELLE
FUGATTI Maurizio,LEGA - SALVINI PREMIER
FURGIUELE Domenico,LEGA - SALVINI PREMIER
FUSACCHIA Alessandro,MISTO-+EUROPA-CENTRO DEMOCRATICO
GADDA Maria Chiara,PARTITO DEMOCRATICO
GAGLIARDI Manuela,FORZA ITALIA - BERLUSCONI PRESIDENTE
GAGNARLI Chiara,MOVIMENTO 5 STELLE
GALANTINO Davide,MOVIMENTO 5 STELLE
GALIZIA Francesca,MOVIMENTO 5 STELLE
GALLI Dario,LEGA - SALVINI PREMIER
GALLINELLA Filippo,MOVIMENTO 5 STELLE
GALLO Luigi,MOVIMENTO 5 STELLE
GARAVAGLIA Massimo,LEGA - SALVINI PREMIER
GARIGLIO Davide,PARTITO DEMOCRATICO
GASTALDI Flavio,LEGA - SALVINI PREMIER
GAVA Vannia,LEGA - SALVINI PREMIER
GEBHARD Renate,MISTO-MINORANZE LINGUISTICHE
GELMINI Mariastella,FORZA ITALIA - BERLUSCONI PRESIDENTE
GEMMATO Marcello,FRATELLI D'ITALIA
GENTILONI SILVERI Paolo,PARTITO DEMOCRATICO
GERARDI Francesca,LEGA - SALVINI PREMIER
GERMANA' Antonino,FORZA ITALIA - BERLUSCONI PRESIDENTE
GIACCONE Andrea,LEGA - SALVINI PREMIER
GIACHETTI Roberto,PARTITO DEMOCRATICO
GIACOMELLI Antonello,PARTITO DEMOCRATICO
GIACOMETTI Antonietta,LEGA - SALVINI PREMIER
GIACOMETTO Carlo,FORZA ITALIA - BERLUSCONI PRESIDENTE
GIACOMONI Sestino,FORZA ITALIA - BERLUSCONI PRESIDENTE
GIANNONE Veronica,MOVIMENTO 5 STELLE
GIARRIZZO Andrea,MOVIMENTO 5 STELLE
GIGLIO VIGNA Alessandro,LEGA - SALVINI PREMIER
GIORDANO Conny,MOVIMENTO 5 STELLE
GIORGETTI Giancarlo,LEGA - SALVINI PREMIER
GIORGIS Andrea,PARTITO DEMOCRATICO
GIULIANO Carla,MOVIMENTO 5 STELLE
GIULIODORI Paolo,MOVIMENTO 5 STELLE
GOBBATO Claudia,LEGA - SALVINI PREMIER
GOLINELLI Guglielmo,LEGA - SALVINI PREMIER
GRANDE Marta,MOVIMENTO 5 STELLE
GRIBAUDO Chiara,PARTITO DEMOCRATICO
GRILLO Giulia,MOVIMENTO 5 STELLE
GRIMALDI Nicola,MOVIMENTO 5 STELLE
GRIMOLDI Paolo,LEGA - SALVINI PREMIER
GRIPPA Carmela,MOVIMENTO 5 STELLE
GUBITOSA Michele,MOVIMENTO 5 STELLE
GUERINI Lorenzo,PARTITO DEMOCRATICO
GUIDESI Guido,LEGA - SALVINI PREMIER
GUSMEROLI Alberto Luigi,LEGA - SALVINI PREMIER
IANARO Angela,MOVIMENTO 5 STELLE
IEZZI Igor Giancarlo,LEGA - SALVINI PREMIER
INCERTI Antonella,PARTITO DEMOCRATICO
INVERNIZZI Cristian,LEGA - SALVINI PREMIER
INVIDIA Niccolo',MOVIMENTO 5 STELLE
IORIO Marianna,MOVIMENTO 5 STELLE
IOVINO Luigi,MOVIMENTO 5 STELLE
L'ABBATE Giuseppe,MOVIMENTO 5 STELLE
LABRIOLA Vincenza,FORZA ITALIA - BERLUSCONI PRESIDENTE
LACARRA Marco,PARTITO DEMOCRATICO
LA MARCA Francesca,PARTITO DEMOCRATICO
LAPIA Mara,MOVIMENTO 5 STELLE
LATINI Giorgia,LEGA - SALVINI PREMIER
LATTANZIO Paolo,MOVIMENTO 5 STELLE
LAZZARINI Arianna,LEGA - SALVINI PREMIER
LEGNAIOLI Donatella,LEGA - SALVINI PREMIER
LEPRI Stefano,PARTITO DEMOCRATICO
LIBRANDI Gianfranco,PARTITO DEMOCRATICO
LICATINI Caterina,MOVIMENTO 5 STELLE
LIUNI Marzio,LEGA - SALVINI PREMIER
LIUZZI Mirella,MOVIMENTO 5 STELLE
LOCATELLI Alessandra,LEGA - SALVINI PREMIER
LOLINI Mario,LEGA - SALVINI PREMIER
LOLLOBRIGIDA Francesco,FRATELLI D'ITALIA
LOMBARDO Antonio,MOVIMENTO 5 STELLE
LO MONTE Carmelo,LEGA - SALVINI PREMIER
LONGO Fausto,MISTO-CIVICA POPOLARE-AP-PSI-AREA CIVICA
LOREFICE Marialucia,MOVIMENTO 5 STELLE
LORENZIN Beatrice,MISTO-CIVICA POPOLARE-AP-PSI-AREA CIVICA
LORENZONI Eva,LEGA - SALVINI PREMIER
LORENZONI Gabriele,MOVIMENTO 5 STELLE
LOSACCO Alberto,PARTITO DEMOCRATICO
LOTTI Luca,PARTITO DEMOCRATICO
LOVECCHIO Giorgio,MOVIMENTO 5 STELLE
LUCASELLI Ylenja,FRATELLI D'ITALIA
LUCCHINI Elena,LEGA - SALVINI PREMIER
LUPI Maurizio,MISTO-NOI CON L'ITALIA-USEI
MACCANTI Elena,LEGA - SALVINI PREMIER
MACINA Anna,MOVIMENTO 5 STELLE
MADIA Maria Anna,PARTITO DEMOCRATICO
MAGGIONI Marco,LEGA - SALVINI PREMIER
MAGI Riccardo,MISTO-+EUROPA-CENTRO DEMOCRATICO
MAGLIONE Pasquale,MOVIMENTO 5 STELLE
MAMMI' Stefania,MOVIMENTO 5 STELLE
MANCA Alberto,MOVIMENTO 5 STELLE
MANCA Gavino,PARTITO DEMOCRATICO
MANCINI Claudio,PARTITO DEMOCRATICO
MANDELLI Andrea,FORZA ITALIA - BERLUSCONI PRESIDENTE
MANIERO Alvise,MOVIMENTO 5 STELLE
MANTOVANI Lucrezia Maria Benedetta,FRATELLI D'ITALIA
MANZATO Franco,LEGA - SALVINI PREMIER
MANZO Teresa,MOVIMENTO 5 STELLE
MARAIA Generoso,MOVIMENTO 5 STELLE
MARATTIN Luigi,PARTITO DEMOCRATICO
MARCHETTI Riccardo Augusto,LEGA - SALVINI PREMIER
MARIANI Felice,MOVIMENTO 5 STELLE
MARIN Marco,FORZA ITALIA - BERLUSCONI PRESIDENTE
MARINO Bernardo,MOVIMENTO 5 STELLE
MARROCCO Patrizia,FORZA ITALIA - BERLUSCONI PRESIDENTE
MARTINA Maurizio,PARTITO DEMOCRATICO
MARTINCIGLIO Vita,MOVIMENTO 5 STELLE
MARTINO Antonio,FORZA ITALIA - BERLUSCONI PRESIDENTE
MARZANA Maria,MOVIMENTO 5 STELLE
MASCHIO Ciro,FRATELLI D'ITALIA
MASI Angela,MOVIMENTO 5 STELLE
MATURI Filippo,LEGA - SALVINI PREMIER
MAURI Matteo,PARTITO DEMOCRATICO
MAZZETTI Erica,FORZA ITALIA - BERLUSCONI PRESIDENTE
MELICCHIO Alessandro,MOVIMENTO 5 STELLE
MELILLI Fabio,PARTITO DEMOCRATICO
MELONI Giorgia,FRATELLI D'ITALIA
MENGA Rosa,MOVIMENTO 5 STELLE
MICELI Carmelo,PARTITO DEMOCRATICO
MICILLO Salvatore,MOVIMENTO 5 STELLE
MIGLIORE Gennaro,PARTITO DEMOCRATICO
MIGLIORINO Luca,MOVIMENTO 5 STELLE
MILANATO Lorena,FORZA ITALIA - BERLUSCONI PRESIDENTE
MINARDO Antonino,FORZA ITALIA - BERLUSCONI PRESIDENTE
MINNITI Marco,PARTITO DEMOCRATICO
MISITI Carmelo Massimo,MOVIMENTO 5 STELLE
MOLINARI Riccardo,LEGA - SALVINI PREMIER
MOLLICONE Federico,FRATELLI D'ITALIA
MOLTENI Nicola,LEGA - SALVINI PREMIER
MONTARULI Augusta,FRATELLI D'ITALIA
MOR Mattia,PARTITO DEMOCRATICO
MORANI Alessia,PARTITO DEMOCRATICO
MORASSUT Roberto,PARTITO DEMOCRATICO
MORELLI Alessandro,LEGA - SALVINI PREMIER
MORETTO Sara,PARTITO DEMOCRATICO
MORGONI Mario,PARTITO DEMOCRATICO
MORRONE Jacopo,LEGA - SALVINI PREMIER
MOSCHIONI Daniele,LEGA - SALVINI PREMIER
MUGNAI Stefano,FORZA ITALIA - BERLUSCONI PRESIDENTE
MULE' Giorgio,FORZA ITALIA - BERLUSCONI PRESIDENTE
MURA Andrea,MISTO - non iscritto ad alcuna componente
MURA Romina,PARTITO DEMOCRATICO
MURELLI Elena,LEGA - SALVINI PREMIER
MURONI Rossella,LIBERI E UGUALI
MUSELLA Graziano,FORZA ITALIA - BERLUSCONI PRESIDENTE
NANNI Iolanda,MOVIMENTO 5 STELLE
NAPOLI Osvaldo,FORZA ITALIA - BERLUSCONI PRESIDENTE
NAPPI Silvana,MOVIMENTO 5 STELLE
NARDI Martina,PARTITO DEMOCRATICO
NAVARRA Pietro,PARTITO DEMOCRATICO
NESCI Dalila,MOVIMENTO 5 STELLE
NEVI Raffaele,FORZA ITALIA - BERLUSCONI PRESIDENTE
NITTI Michele,MOVIMENTO 5 STELLE
NOBILI Luciano,PARTITO DEMOCRATICO
NOJA Lisa,PARTITO DEMOCRATICO
NOVELLI Roberto,FORZA ITALIA - BERLUSCONI PRESIDENTE
OCCHIONERO Giuseppina,LIBERI E UGUALI
OCCHIUTO Roberto,FORZA ITALIA - BERLUSCONI PRESIDENTE
OLGIATI Riccardo,MOVIMENTO 5 STELLE
ORFINI Matteo,PARTITO DEMOCRATICO
ORLANDO Andrea,PARTITO DEMOCRATICO
ORRICO Anna Laura,MOVIMENTO 5 STELLE
ORSINI Andrea,FORZA ITALIA - BERLUSCONI PRESIDENTE
OSNATO Marco,FRATELLI D'ITALIA
PADOAN Pietro Carlo,PARTITO DEMOCRATICO
PAGANI Alberto,PARTITO DEMOCRATICO
PAGANO Alessandro,LEGA - SALVINI PREMIER
PAGANO Ubaldo,PARTITO DEMOCRATICO
PAITA Raffaella,PARTITO DEMOCRATICO
PALAZZOTTO Erasmo,LIBERI E UGUALI
PALLINI Maria,MOVIMENTO 5 STELLE
PALMIERI Antonio,FORZA ITALIA - BERLUSCONI PRESIDENTE
PALMISANO Valentina,MOVIMENTO 5 STELLE
PANIZZUT Massimiliano,LEGA - SALVINI PREMIER
PAOLINI Luca Rodolfo,LEGA - SALVINI PREMIER
PAPIRO Antonella,MOVIMENTO 5 STELLE
PARENTELA Paolo,MOVIMENTO 5 STELLE
PARISSE Martina,MOVIMENTO 5 STELLE
PAROLO Ugo,LEGA - SALVINI PREMIER
PASTORINO Luca,LIBERI E UGUALI
PATASSINI Tullio,LEGA - SALVINI PREMIER
PATELLI Cristina,LEGA - SALVINI PREMIER
PATERNOSTER Paolo,LEGA - SALVINI PREMIER
PAXIA Maria Laura,MOVIMENTO 5 STELLE
PEDRAZZINI Claudio,FORZA ITALIA - BERLUSCONI PRESIDENTE
PELLA Roberto,FORZA ITALIA - BERLUSCONI PRESIDENTE
PELLICANI Nicola,PARTITO DEMOCRATICO
PENNA Leonardo Salvatore,MOVIMENTO 5 STELLE
PENTANGELO Antonio,FORZA ITALIA - BERLUSCONI PRESIDENTE
PERANTONI Mario,MOVIMENTO 5 STELLE
PERCONTI Filippo Giuseppe,MOVIMENTO 5 STELLE
PEREGO DI CREMNAGO Matteo,FORZA ITALIA - BERLUSCONI PRESIDENTE
PETTARIN Guido Germano,FORZA ITALIA - BERLUSCONI PRESIDENTE
PETTAZZI Lino,LEGA - SALVINI PREMIER
PEZZOPANE Stefania,PARTITO DEMOCRATICO
PIASTRA Carlo,LEGA - SALVINI PREMIER
PICCHI Guglielmo,LEGA - SALVINI PREMIER
PICCOLI NARDELLI Flavia,PARTITO DEMOCRATICO
PICCOLO Tiziana,LEGA - SALVINI PREMIER
PIGNATONE Dedalo Cosimo Gaetano,MOVIMENTO 5 STELLE
PINI Giuditta,PARTITO DEMOCRATICO
PITTALIS Pietro,FORZA ITALIA - BERLUSCONI PRESIDENTE
PIZZETTI Luciano,PARTITO DEMOCRATICO
PLANGGER Albrecht,MISTO-MINORANZE LINGUISTICHE
POLIDORI Catia,FORZA ITALIA - BERLUSCONI PRESIDENTE
POLLASTRINI Barbara,PARTITO DEMOCRATICO
POLVERINI Renata,FORZA ITALIA - BERLUSCONI PRESIDENTE
PORCHIETTO Claudia,FORZA ITALIA - BERLUSCONI PRESIDENTE
PORTAS Giacomo,PARTITO DEMOCRATICO
POTENTI Manfredi,LEGA - SALVINI PREMIER
PRESTIGIACOMO Stefania,FORZA ITALIA - BERLUSCONI PRESIDENTE
PRESTIPINO Patrizia,PARTITO DEMOCRATICO
PRETTO Erik Umberto,LEGA - SALVINI PREMIER
