NAME,PARTIES
BIASOTTI Sandro,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
BIFFONI Matteo,PARTITO DEMOCRATICO
BINDI Rosy,PARTITO DEMOCRATICO
BINETTI Paola,MISTO-UDC-IDEA
BINI Caterina,PARTITO DEMOCRATICO
BIONDELLI Franca,PARTITO DEMOCRATICO
BLAZINA Tamara,PARTITO DEMOCRATICO
BOBBA Luigi,PARTITO DEMOCRATICO
BOCCADUTRI Sergio,PARTITO DEMOCRATICO
BOCCI Gianpiero,PARTITO DEMOCRATICO
BOCCIA Francesco,PARTITO DEMOCRATICO
BOCCUZZI Antonio,PARTITO DEMOCRATICO
BOLDRINI Laura,MISTO - non iscritto ad alcuna componente
BOLDRINI Paola,PARTITO DEMOCRATICO
BOLOGNESI Paolo,PARTITO DEMOCRATICO
BOMBASSEI Alberto,MISTO-CIVICI E INNOVATORI-ENERGIE PER L'ITALIA
BONACCORSI Lorenza,PARTITO DEMOCRATICO
BONAFE' Simona,PARTITO DEMOCRATICO
BONAFEDE Alfonso,MOVIMENTO 5 STELLE
BONAVITACOLA Fulvio,PARTITO DEMOCRATICO
BONIFAZI Francesco,PARTITO DEMOCRATICO
BONOMO Francesca,PARTITO DEMOCRATICO
BORDO Franco,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
BORDO Michele,PARTITO DEMOCRATICO
BORGHESE Mario,NOI CON L'ITALIA-SCELTA CIVICA PER L'ITALIA-MAIE
BORGHESI Stefano,LEGA NORD E AUTONOMIE - LEGA DEI POPOLI - NOI CON SALVINI
BORGHI Enrico,PARTITO DEMOCRATICO
BORLETTI DELL'ACQUA Ilaria Carla Anna,PARTITO DEMOCRATICO
BOSCHI Maria Elena,PARTITO DEMOCRATICO
BOSCO Antonino,ALTERNATIVA POPOLARE-CENTRISTI PER L'EUROPA-NCD-NOI CON L'ITALIA
BOSSA Luisa,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
BOSSI Umberto,LEGA NORD E AUTONOMIE - LEGA DEI POPOLI - NOI CON SALVINI
BRAGA Chiara,PARTITO DEMOCRATICO
BRAGANTINI Matteo,NOI CON L'ITALIA-SCELTA CIVICA PER L'ITALIA-MAIE
BRAGANTINI Paola,PARTITO DEMOCRATICO
BRAMBILLA Michela Vittoria,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
BRANDOLIN Giorgio,PARTITO DEMOCRATICO
BRATTI Alessandro,PARTITO DEMOCRATICO
BRAY Massimo,PARTITO DEMOCRATICO
BRESCIA Giuseppe,MOVIMENTO 5 STELLE
BRESSA Gianclaudio,PARTITO DEMOCRATICO
BRIGNONE Beatrice,SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA' - POSSIBILE - LIBERI E UGUALI
BRUGNEROTTO Marco,MOVIMENTO 5 STELLE
BRUNETTA Renato,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
BRUNO Franco,MISTO - non iscritto ad alcuna componente
BRUNO BOSSIO Vincenza,PARTITO DEMOCRATICO
BUENO Renata,MISTO-DIREZIONE ITALIA
BUONANNO Gianluca,LEGA NORD E AUTONOMIE
BURTONE Giovanni Mario Salvino,PARTITO DEMOCRATICO
BUSIN Filippo,LEGA NORD E AUTONOMIE - LEGA DEI POPOLI - NOI CON SALVINI
BUSINAROLO Francesca,MOVIMENTO 5 STELLE
BUSTO Mirko,MOVIMENTO 5 STELLE
BUTTIGLIONE Rocco,MISTO-UDC-IDEA
CALABRIA Annagrazia,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
CALABRO' Raffaele,ALTERNATIVA POPOLARE-CENTRISTI PER L'EUROPA-NCD
CAMANI Vanessa,PARTITO DEMOCRATICO
CAMPANA Micaela,PARTITO DEMOCRATICO
CANCELLERI Azzurra Pia Maria,MOVIMENTO 5 STELLE
CANI Emanuele,PARTITO DEMOCRATICO
CAON Roberto,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
CAPARINI Davide,LEGA NORD E AUTONOMIE - LEGA DEI POPOLI - NOI CON SALVINI
CAPELLI Roberto,DEMOCRAZIA SOLIDALE - CENTRO DEMOCRATICO
CAPEZZONE Daniele,MISTO-DIREZIONE ITALIA
CAPODICASA Angelo,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
CAPONE Salvatore,PARTITO DEMOCRATICO
CAPOZZOLO Sabrina,PARTITO DEMOCRATICO
CAPUA Ilaria,SCELTA CIVICA PER L'ITALIA
CARBONE Ernesto,PARTITO DEMOCRATICO
CARDINALE Daniela,PARTITO DEMOCRATICO
CARELLA Renzo,PARTITO DEMOCRATICO
CARFAGNA Maria Rosaria,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
CARIELLO Francesco,MOVIMENTO 5 STELLE
CARINELLI Paola,MOVIMENTO 5 STELLE
CARLONI Anna Maria,PARTITO DEMOCRATICO
CARNEVALI Elena,PARTITO DEMOCRATICO
CAROCCI Mara,PARTITO DEMOCRATICO
CARRA Marco,PARTITO DEMOCRATICO
CARRESCIA Piergiorgio,PARTITO DEMOCRATICO
CARROZZA Maria Chiara,PARTITO DEMOCRATICO
CARUSO Mario,DEMOCRAZIA SOLIDALE - CENTRO DEMOCRATICO
CASATI Ezio Primo,PARTITO DEMOCRATICO
CASELLATO Floriana,PARTITO DEMOCRATICO
CASERO Luigi,ALTERNATIVA POPOLARE-CENTRISTI PER L'EUROPA-NCD-NOI CON L'ITALIA
CASO Vincenzo,MOVIMENTO 5 STELLE
CASSANO Franco,PARTITO DEMOCRATICO
CASTELLI Laura,MOVIMENTO 5 STELLE
CASTIELLO Giuseppina,LEGA NORD E AUTONOMIE - LEGA DEI POPOLI - NOI CON SALVINI
CASTIGLIONE Giuseppe,ALTERNATIVA POPOLARE-CENTRISTI PER L'EUROPA-NCD-NOI CON L'ITALIA
CASTRICONE Antonio,PARTITO DEMOCRATICO
CATALANO Ivan,MISTO-CIVICI E INNOVATORI-ENERGIE PER L'ITALIA
CATANIA Mario,DEMOCRAZIA SOLIDALE - CENTRO DEMOCRATICO
CATANOSO GENOESE Francesco Detto Basilio Catanoso,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
CAUSI Marco,PARTITO DEMOCRATICO
CAUSIN Andrea,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
CECCONI Andrea,MOVIMENTO 5 STELLE
CENNI Susanna,PARTITO DEMOCRATICO
CENSORE Bruno,PARTITO DEMOCRATICO
CENTEMERO Elena,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
CERA Angelo,MISTO-UDC-IDEA
CESA Lorenzo,PER L'ITALIA
CESARO Antimo,MISTO-CIVICI E INNOVATORI-ENERGIE PER L'ITALIA
CESARO Luigi,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
CHAOUKI Khalid,PARTITO DEMOCRATICO
CHIARELLI Gianfranco Giovanni,MISTO-DIREZIONE ITALIA
CHIMIENTI Silvia,MOVIMENTO 5 STELLE
CICCHITTO Fabrizio,ALTERNATIVA POPOLARE-CENTRISTI PER L'EUROPA-NCD-NOI CON L'ITALIA
CICU Salvatore,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
CIMBRO Eleonora,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
CIMMINO Luciano,SCELTA CIVICA PER L'ITALIA
CIPRINI Tiziana,MOVIMENTO 5 STELLE
CIRACI' Nicola,MISTO-DIREZIONE ITALIA
CIRIELLI Edmondo,FRATELLI D'ITALIA-ALLEANZA NAZIONALE
CIVATI Giuseppe,SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA' - POSSIBILE - LIBERI E UGUALI
COCCIA Laura,PARTITO DEMOCRATICO
COLANINNO Matteo,PARTITO DEMOCRATICO
COLLETTI Andrea,MOVIMENTO 5 STELLE
COLONNESE Vega,MOVIMENTO 5 STELLE
COMINARDI Claudio,MOVIMENTO 5 STELLE
COMINELLI Miriam,PARTITO DEMOCRATICO
COPPOLA Paolo,PARTITO DEMOCRATICO
CORDA Emanuela,MOVIMENTO 5 STELLE
CORSARO Massimo Enrico,MISTO-DIREZIONE ITALIA
COSCIA Maria,PARTITO DEMOCRATICO
COSTA Enrico,NOI CON L'ITALIA-SCELTA CIVICA PER L'ITALIA-MAIE
COSTANTINO Celeste,SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA' - POSSIBILE - LIBERI E UGUALI
COTA Roberto,LEGA NORD E AUTONOMIE
COVA Paolo,PARTITO DEMOCRATICO
COVELLO Stefania,PARTITO DEMOCRATICO
COZZOLINO Emanuele,MOVIMENTO 5 STELLE
CRIMI' Filippo,PARTITO DEMOCRATICO
CRIMI Rocco,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
CRIPPA Davide,MOVIMENTO 5 STELLE
CRIVELLARI Diego,PARTITO DEMOCRATICO
CULOTTA Magda,PARTITO DEMOCRATICO
CUOMO Antonio,PARTITO DEMOCRATICO
CUPERLO Giovanni,PARTITO DEMOCRATICO
CURRO' Tommaso,PARTITO DEMOCRATICO
DADONE Fabiana,MOVIMENTO 5 STELLE
DAGA Federica,MOVIMENTO 5 STELLE
D'AGOSTINO Angelo Antonio,MISTO - non iscritto ad alcuna componente
D'ALESSANDRO Luca,NOI CON L'ITALIA-SCELTA CIVICA PER L'ITALIA-MAIE
D'ALIA Gianpiero,ALTERNATIVA POPOLARE-CENTRISTI PER L'EUROPA-NCD-NOI CON L'ITALIA
DALLAI Luigi,PARTITO DEMOCRATICO
DALL'OSSO Matteo,MOVIMENTO 5 STELLE
DAL MORO Gian Pietro,PARTITO DEMOCRATICO
D'AMBROSIO Giuseppe,MOVIMENTO 5 STELLE
DAMBRUOSO Stefano,MISTO-CIVICI E INNOVATORI-ENERGIE PER L'ITALIA
DAMIANO Cesare,PARTITO DEMOCRATICO
D'ARIENZO Vincenzo,PARTITO DEMOCRATICO
D'ATTORRE Alfredo,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
DA VILLA Marco,MOVIMENTO 5 STELLE
DECARO Antonio,PARTITO DEMOCRATICO
DE GIROLAMO Nunzia,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
DEL BASSO DE CARO Umberto,PARTITO DEMOCRATICO
DEL GROSSO Daniele,MOVIMENTO 5 STELLE
DELLAI Lorenzo,DEMOCRAZIA SOLIDALE - CENTRO DEMOCRATICO
DELL'ARINGA Carlo,PARTITO DEMOCRATICO
DELLA VALLE Ivan,MOVIMENTO 5 STELLE
DELL'ORCO Michele,MOVIMENTO 5 STELLE
DE LORENZIS Diego,MOVIMENTO 5 STELLE
DE MARIA Andrea,PARTITO DEMOCRATICO
DE MENECH Roger,PARTITO DEMOCRATICO
DE MICHELI Paola,PARTITO DEMOCRATICO
DE MITA Giuseppe,MISTO-UDC-IDEA
DE ROSA Massimo Felice,MOVIMENTO 5 STELLE
DI BATTISTA Alessandro,MOVIMENTO 5 STELLE
DI BENEDETTO Chiara,MOVIMENTO 5 STELLE
DIENI Federica,MOVIMENTO 5 STELLE
DI GIOIA Lello,PARTITO DEMOCRATICO
DI LELLO Marco,PARTITO DEMOCRATICO
DI MAIO Luigi,MOVIMENTO 5 STELLE
DI MAIO Marco,PARTITO DEMOCRATICO
D'INCA' Federico,MOVIMENTO 5 STELLE
D'INCECCO Vittoria,PARTITO DEMOCRATICO
DI SALVO Titti,PARTITO DEMOCRATICO
DISTASO Antonio,MISTO-DIREZIONE ITALIA
DI STEFANO Fabrizio,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
DI STEFANO Manlio,MOVIMENTO 5 STELLE
DI STEFANO Marco,MISTO - non iscritto ad alcuna componente
DI VITA Giulia,MISTO - non iscritto ad alcuna componente
DONATI Marco,PARTITO DEMOCRATICO
D'OTTAVIO Umberto,PARTITO DEMOCRATICO
DURANTI Donatella,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
D'UVA Francesco,MOVIMENTO 5 STELLE
EPIFANI Ettore Guglielmo,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
ERMINI David,PARTITO DEMOCRATICO
FABBRI Marilena,PARTITO DEMOCRATICO
FAENZI Monica,NOI CON L'ITALIA-SCELTA CIVICA PER L'ITALIA-MAIE
FALCONE Giovanni,ALTERNATIVA POPOLARE-CENTRISTI PER L'EUROPA-NCD-NOI CON L'ITALIA
FAMIGLIETTI Luigi,PARTITO DEMOCRATICO
FANTINATI Mattia,MOVIMENTO 5 STELLE
FANUCCI Edoardo,PARTITO DEMOCRATICO
FARAONE Davide,PARTITO DEMOCRATICO
FARINA Daniele,SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA' - POSSIBILE - LIBERI E UGUALI
FARINA Gianni,PARTITO DEMOCRATICO
FASSINA Stefano,SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA' - POSSIBILE - LIBERI E UGUALI
FAUTTILLI Federico,DEMOCRAZIA SOLIDALE - CENTRO DEMOCRATICO
FAVA Claudio,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
FAVA Giovanni,LEGA NORD E AUTONOMIE
FEDI Marco,PARTITO DEMOCRATICO
FEDRIGA Massimiliano,LEGA NORD E AUTONOMIE - LEGA DEI POPOLI - NOI CON SALVINI
FERRANTI Donatella,PARTITO DEMOCRATICO
FERRARA Francesco Detto Ciccio,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
FERRARESI Vittorio,MOVIMENTO 5 STELLE
FERRARI Alan,PARTITO DEMOCRATICO
FERRO Andrea,PARTITO DEMOCRATICO
FIANO Emanuele,PARTITO DEMOCRATICO
FICO Roberto,MOVIMENTO 5 STELLE
FIORIO Massimo,PARTITO DEMOCRATICO
FIORONI Giuseppe,PARTITO DEMOCRATICO
FITTO Raffaele,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
FITZGERALD NISSOLI Fucsia,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
FOLINO Vincenzo,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
FONTANA Cinzia Maria,PARTITO DEMOCRATICO
FONTANA Gregorio,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
FONTANELLI Paolo,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
FORMISANO Aniello,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
FOSSATI Filippo,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
FRACCARO Riccardo,MOVIMENTO 5 STELLE
FRAGOMELI Gian Mario,PARTITO DEMOCRATICO
FRANCESCHINI Dario,PARTITO DEMOCRATICO
FRATOIANNI Nicola,SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA' - POSSIBILE - LIBERI E UGUALI
FREGOLENT Silvia,PARTITO DEMOCRATICO
FRUSONE Luca,MOVIMENTO 5 STELLE
FUCCI Benedetto Francesco,MISTO-DIREZIONE ITALIA
FURNARI Alessandro,MISTO - non iscritto ad alcuna componente
FUSILLI Gianluca,PARTITO DEMOCRATICO
GADDA Maria Chiara,PARTITO DEMOCRATICO
GAGNARLI Chiara,MOVIMENTO 5 STELLE
GALAN Giancarlo,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
GALATI Giuseppe,NOI CON L'ITALIA-SCELTA CIVICA PER L'ITALIA-MAIE
GALGANO Adriana,MISTO-CIVICI E INNOVATORI-ENERGIE PER L'ITALIA
GALLI Carlo,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
GALLI Giampaolo,PARTITO DEMOCRATICO
GALLINELLA Filippo,MOVIMENTO 5 STELLE
GALLO Luigi,MOVIMENTO 5 STELLE
GALLO Riccardo,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
GALPERTI Guido,PARTITO DEMOCRATICO
GANDOLFI Paolo,PARTITO DEMOCRATICO
GARAVINI Laura,PARTITO DEMOCRATICO
GARNERO SANTANCHE' Daniela,FRATELLI D'ITALIA-ALLEANZA NAZIONALE
GAROFALO Vincenzo,ALTERNATIVA POPOLARE-CENTRISTI PER L'EUROPA-NCD-NOI CON L'ITALIA
GAROFANI Francesco Saverio,PARTITO DEMOCRATICO
GASBARRA Enrico,PARTITO DEMOCRATICO
GASPARINI Daniela Matilde Maria,PARTITO DEMOCRATICO
GEBHARD Renate,MISTO-MINORANZE LINGUISTICHE
GELLI Federico,PARTITO DEMOCRATICO
GELMINI Mariastella,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
GENOVESE Francantonio,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
GENTILONI SILVERI Paolo,PARTITO DEMOCRATICO
GHIZZONI Manuela,PARTITO DEMOCRATICO
GIACHETTI Roberto,PARTITO DEMOCRATICO
GIACOBBE Anna,PARTITO DEMOCRATICO
GIACOMELLI Antonello,PARTITO DEMOCRATICO
GIACOMONI Sestino,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
GIAMMANCO Gabriella,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
GIBELLI Andrea,LEGA NORD E AUTONOMIE
GIGLI Gian Luigi,DEMOCRAZIA SOLIDALE - CENTRO DEMOCRATICO
GINATO Federico,PARTITO DEMOCRATICO
GINEFRA Dario,PARTITO DEMOCRATICO
GINOBLE Tommaso,PARTITO DEMOCRATICO
GIORDANO Giancarlo,SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA' - POSSIBILE - LIBERI E UGUALI
GIORDANO Silvia,MOVIMENTO 5 STELLE
GIORGETTI Alberto,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
GIORGETTI Giancarlo,LEGA NORD E AUTONOMIE - LEGA DEI POPOLI - NOI CON SALVINI
GIORGIS Andrea,PARTITO DEMOCRATICO
GITTI Gregorio,PARTITO DEMOCRATICO
GIULIANI Fabrizia,PARTITO DEMOCRATICO
GIULIETTI Giampiero,PARTITO DEMOCRATICO
GNECCHI Marialuisa,PARTITO DEMOCRATICO
GOZI Sandro,PARTITO DEMOCRATICO
GRANDE Marta,MOVIMENTO 5 STELLE
GRASSI Gero,PARTITO DEMOCRATICO
GRECO Maria Gaetana,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
GREGORI Monica,SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA' - POSSIBILE - LIBERI E UGUALI
GRIBAUDO Chiara,PARTITO DEMOCRATICO
GRILLO Giulia,MOVIMENTO 5 STELLE
GRIMOLDI Paolo,LEGA NORD E AUTONOMIE - LEGA DEI POPOLI - NOI CON SALVINI
GUERINI Giuseppe,PARTITO DEMOCRATICO
GUERINI Lorenzo,PARTITO DEMOCRATICO
GUERRA Mauro,PARTITO DEMOCRATICO
GUIDESI Guido,LEGA NORD E AUTONOMIE - LEGA DEI POPOLI - NOI CON SALVINI
GULLO Maria Tindara,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
GUTGELD Itzhak Yoram,PARTITO DEMOCRATICO
IACONO Maria,PARTITO DEMOCRATICO
IANNUZZI Cristian,MISTO - non iscritto ad alcuna componente
IANNUZZI Tino,PARTITO DEMOCRATICO
IMPEGNO Leonardo,PARTITO DEMOCRATICO
INCERTI Antonella,PARTITO DEMOCRATICO
INVERNIZZI Cristian,LEGA NORD E AUTONOMIE - LEGA DEI POPOLI - NOI CON SALVINI
IORI Vanna,PARTITO DEMOCRATICO
KRONBICHLER Florian,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
KYENGE Cecile,PARTITO DEMOCRATICO
L'ABBATE Giuseppe,MOVIMENTO 5 STELLE
LABOCCETTA Amedeo,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
LABRIOLA Vincenza,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
LACQUANITI Luigi,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
LAFFRANCO Pietro,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
LAFORGIA Francesco,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
LAINATI Giorgio,ALTERNATIVA POPOLARE-CENTRISTI PER L'EUROPA-NCD-NOI CON L'ITALIA
LA MARCA Francesca,PARTITO DEMOCRATICO
LA RUSSA Ignazio,FRATELLI D'ITALIA-ALLEANZA NAZIONALE
LA TERZA Valentina,PARTITO DEMOCRATICO
LATRONICO Cosimo,MISTO-DIREZIONE ITALIA
LATTUCA Enzo,PARTITO DEMOCRATICO
LAURICELLA Giuseppe,PARTITO DEMOCRATICO
LAVAGNO Fabio,PARTITO DEMOCRATICO
LEGNINI Giovanni,PARTITO DEMOCRATICO
LENZI Donata,PARTITO DEMOCRATICO
LEONE Antonio,NUOVO CENTRODESTRA
LEONORI Marta,PARTITO DEMOCRATICO
LETTA Enrico,PARTITO DEMOCRATICO
LEVA Danilo,ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA-LIBERI E UGUALI
LIBRANDI Gianfranco,PARTITO DEMOCRATICO
LIUZZI Mirella,MOVIMENTO 5 STELLE
LOCATELLI Pia Elda,INDIPENDENTI
LODOLINI Emanuele,PARTITO DEMOCRATICO
LOLLI Giovanni,PARTITO DEMOCRATICO
LOMBARDI Roberta,MOVIMENTO 5 STELLE
LO MONTE Carmelo,LEGA NORD E AUTONOMIE - LEGA DEI POPOLI - NOI CON SALVINI
LONGO Piero,FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE
LOREFICE Marialucia,MOVIMENTO 5 STELLE
LORENZIN Beatrice,ALTERNATIVA POPOLARE-CENTRISTI PER L'EUROPA-NCD-NOI CON L'ITALIA
